시도,시군구,어린이집명,어린이집유형구분,운영현황,우편번호,주소,어린이집전화번호,어린이집팩스번호,보육실수,보육실면적,놀이터수,CCTV설치수,보육교직원수,정원수,현원수,위도,경도,통학차량운영여부,홈페이지주소,인가일자,휴지시작일자,휴지종료일자,폐지일자
서울특별시,광진구,키즈어린이집,가정,폐지,05090,서울특별시 광진구 뚝섬로34길 25-19 현대10차아파트 1003동 101호(자양동),02-6071-4030,--,4,51,0,3,0,19,0,37.53440196774671,127.07030205980601,미운영,,2012-11-16,,,2018-01-01
서울특별시,광진구,다음세대어린이집,민간,폐지,05024,서울특별시 광진구 자양로 179 (구의동 254-86),02-446-8778,--,4,136,0,5,0,49,0,37.54373799177808,127.08442781851016,운영,,2012-11-16,,,2020-07-02
서울특별시,광진구,우리티움아이어린이집,민간,폐지,05036,서울특별시 광진구 구의로4길 21 (구의동),02-455-6169,--,6,182,1,8,0,56,0,37.54015457718036,127.09083715292684,미운영,,2012-11-30,,,2020-02-29
서울특별시,광진구,야호어린이집,가정,폐지,04971,"서울특별시 광진구 아차산로 552 11동 101호(광장동, 극동아파트)",02-455-5500,02-455-5500,4,66,0,4,0,19,0,37.543677621103605,127.10600859979928,미운영,,2012-12-21,,,2023-02-28
서울특별시,광진구,신사임당어린이집,민간,폐지,05043,서울특별시 광진구 아차산로53길 53 (구의1동 257-15),02-447-3007,02-447-3009,4,61,0,6,0,22,0,37.53959618658579,127.08562260618567,미운영,,2012-12-20,,,2021-06-15
서울특별시,광진구,극동예랑어린이집,가정,정상,04971,"서울특별시 광진구 아차산로 552 6동 109호(광장동, 극동아파트)",02-454-1140,--,4,83,0,4,7,19,15,37.543677621103605,127.10600859979928,미운영,,2012-12-21,,,
서울특별시,광진구,고은아이어린이집,가정,정상,05087,서울특별시 광진구 능동로3길 53 1동 102호(자양동),02-464-1355,070-7625-1355,4,57,1,4,7,19,15,37.53422499599731,127.06451816250694,미운영,,2012-12-31,,,
서울특별시,광진구,햇살가득어린이집,가정,폐지,05025,서울특별시 광진구 자양로19길 60 1층(자양동),02-457-1600,02-457-1603,4,93,0,4,0,20,0,37.53831329779885,127.08021276179888,미운영,,2013-01-15,,,2022-03-16
서울특별시,광진구,꼬마숲극동어린이집,가정,폐지,04971,"서울특별시 광진구 아차산로 552 1동103호(광장동, 극동아파트)",02-402-7470,02-402-7470,4,64,0,4,0,19,0,37.543677621103605,127.10600859979928,미운영,,2013-02-01,,,2022-02-28
서울특별시,광진구,아이나무어린이집,가정,폐지,05028,"서울특별시 광진구 아차산로39길 11 101호(자양동,성진빌리지)",02-3425-1003,--,3,59,0,5,0,18,0,37.53852807570569,127.07692720309971,미운영,,2013-02-25,,,2020-03-03
서울특별시,광진구,아이꿈터어린이집,가정,폐지,04945,"서울특별시 광진구 긴고랑로36길 27-7 101호(중곡동, 대성빌라)",02-973-7593,--,3,62,0,0,0,16,0,37.55826141256167,127.09014801087423,미운영,,2013-02-25,,,2014-09-24
서울특별시,광진구,엄마사랑키즈어린이집,민간,폐지,04905,서울특별시 광진구 동일로76길 59 (중곡동),02-466-1242,02-468-1242,7,206,1,10,0,48,0,37.53459225941054,127.07736222688783,미운영,,2013-03-06,,,2021-02-28
서울특별시,광진구,포도나무어린이집,가정,폐지,05108,"서울특별시 광진구 뚝섬로52마길 56 102동101호(자양동,로얄동아파트)",02-6212-0516,02-6212-0516,4,59,0,4,0,19,0,37.528091641170235,127.08138311158154,미운영,,2013-03-06,,,2024-03-18
서울특별시,광진구,현대아이사랑어린이집,가정,정상,05118,"서울특별시 광진구 광나루로56길 32 208동105호(구의동,구의현대아파트)",02-455-6780,02-455-6780,4,64,0,4,6,19,19,37.53782582239961,127.09622011418512,미운영,,2013-03-06,,,
서울특별시,광진구,아이다솜어린이집,가정,정상,04993,서울특별시 광진구 자양로33길 50 (구의동),02-456-3672,--,4,76,1,4,0,20,0,37.54787016646401,127.08664129665209,미운영,,2013-03-06,,,
서울특별시,광진구,예담어린이집,민간,폐지,04983,서울특별시 광진구 아차산로 537-17 광장힐스테이트 관리동 (광장동),02-444-2008,--,4,63,0,4,0,23,0,37.54288301175687,127.0996301648219,미운영,,2013-03-12,,,2017-12-31
서울특별시,광진구,유정어린이집,가정,폐지,05064,서울특별시 광진구 자양번영로 48 (자양동),02-400-7729,02-400-7729,4,125,0,5,0,20,0,37.53377495341562,127.07611233734781,미운영,,2013-03-11,,,2021-04-30
서울특별시,광진구,군자티움아이어린이집,가정,정상,05002,서울특별시 광진구 동일로38길 8 1층(군자동),02-498-1279,070-8233-9998,3,84,0,4,6,20,17,37.551369684362776,127.06996119719745,미운영,,2013-04-05,,,
서울특별시,광진구,중곡희망어린이집,민간,폐지,04938,서울특별시 광진구 용마산로30길 17 (중곡동),02-446-4430,02-446-4431,6,137,0,8,0,48,0,37.568790903738886,127.0869775090056,운영,https://blog.naver.com/sys7042003,2013-04-10,,,2023-03-31
서울특별시,광진구,사랑숲어린이집,민간,정상,04947,서울특별시 광진구 영화사로9길 95-2 (중곡동),02-452-8877,02-452-8876,8,169,1,10,14,61,45,37.55779587125516,127.09562064899859,운영,http://cafe.naver.com/loveforest7,2013-05-01,,,
서울특별시,광진구,참조은어린이집,가정,폐지,04971,"서울특별시 광진구 아차산로 552 7동 103호(광장동, 극동아파트)",02-499-9087,--,3,84,0,0,0,19,0,37.543677621103605,127.10600859979928,미운영,,2013-05-21,,,2020-07-02
서울특별시,광진구,이레어린이집,가정,폐지,05105,"서울특별시 광진구 자양로3길 55 101호(자양동, 경남아너스빌)",02-446-1230,02-446-1230,3,84,1,4,0,19,0,37.5298704684411,127.08362505658883,미운영,http://cafe.naver.com/irehbaby,2013-05-24,,,2019-01-31
서울특별시,광진구,프라임사랑어린이집,가정,정상,05119,"서울특별시 광진구 광나루로56길 29 11동 102호(구의동, 현대프라임아파트)",02-456-1279,02-456-1279,4,68,0,4,8,20,20,37.53695344416799,127.09649055770689,미운영,,2013-05-30,,,
서울특별시,광진구,파크빌티움아이어린이집,가정,폐지,04983,"서울특별시 광진구 아차산로 549 1008동 101호(광장동,현대파크빌)",02-455-1279,--,3,85,0,4,0,20,0,37.54337862216257,127.10169927227254,미운영,,2013-06-05,,,2019-02-28
서울특별시,광진구,예문어린이집,가정,폐지,04993,서울특별시 광진구 자양로35길 7-6 101호(구의동),070-4139-9193,02-6969-9306,3,65,0,4,0,16,0,37.54695120822241,127.08656782962318,미운영,,2013-06-24,,,2017-12-22
서울특별시,광진구,해맑은어린이집,가정,폐지,04923,서울특별시 광진구 용마산로5길 30 (중곡동),02-0000-0000,--,4,70,0,4,0,19,0,37.55766616324037,127.0860458160319,미운영,,2013-06-26,,,2023-03-10
서울특별시,광진구,나무어린이집,민간,폐지,05047,서울특별시 광진구 구의강변로5길 18 (구의동),02-446-7942,--,3,93,0,6,0,26,0,37.538428031928795,127.09282630638396,운영,,2013-07-17,,,2018-08-31
서울특별시,광진구,광장에코비어린이집,가정,폐지,04968,"서울특별시 광진구 아차산로 599 106동 101호(광장동, 신동아파밀리에)",02-444-0806,02-444-0902,3,62,0,4,0,19,0,37.54690958203342,127.10417549540642,미운영,http://kj-da.ecobee.kr/,2013-08-30,,,2020-05-12
서울특별시,광진구,강변에코비어린이집,가정,정상,05116,서울특별시 광진구 구의강변로 42 101동 108호,02-3436-0260,02-3436-0260,4,53,0,4,4,19,10,37.535591611454045,127.09291783086698,미운영,,2013-09-02,,,
서울특별시,광진구,영인어린이집,가정,폐지,04974,"서울특별시 광진구 아차산로 522 802동 101호 (현대아파트 8단지, 광장동)",02-444-2566,02-444-2566,4,78,0,4,0,19,0,37.54181078804712,127.09898600713644,미운영,,2013-08-29,,,2024-04-30
서울특별시,광진구,구립 희망샘어린이집,국공립,정상,04944,서울특별시 광진구 긴고랑로37길 8 (중곡동),02-458-1324,02-458-1325,4,128,0,8,16,48,43,37.55930799481833,127.0902083382545,미운영,키즈노트,2013-12-30,,,
서울특별시,광진구,자양도담어린이집,민간,폐지,05054,서울특별시 광진구 아차산로44가길 5 (자양1동231-51),02-455-7000,02-455-7887,12,321,3,24,0,116,0,37.53619577677547,127.07992962343154,미운영,,2014-04-28,,,2021-06-01
서울특별시,광진구,구립 한가람어린이집,국공립,정상,05110,서울특별시 광진구 자양번영로2길 30-1 (자양동),02-452-2800,--,5,277,2,16,15,92,66,37.53007113268252,127.0766693254258,미운영,,2015-03-01,,,
서울특별시,광진구,구립 바니스쿨어린이집,국공립,정상,05118,서울특별시 광진구 광나루로56길 32 구의현대2단지아파트 215동 104호(구의3동),02-446-1347,02-446-1347,3,73,0,5,9,20,20,37.537338245740834,127.09568189059078,미운영,,2016-03-01,,,
서울특별시,광진구,구립 중곡햇님어린이집,국공립,정상,04935,"서울특별시 광진구 능동로48길 49 101호(중곡동, 웰빙아파트)",02-453-6132,02-453-6131,3,63,0,7,10,20,20,37.562011114103555,127.08518173358781,미운영,,2016-03-01,,,
서울특별시,광진구,구립 광남어린이집,국공립,폐지,04974,"서울특별시 광진구 아차산로70길 62 305동 102호(광장현대3단지아파트, 광장동)",02-455-7430,02-456-7430,3,56,0,5,0,20,0,37.5406764,127.098826,미운영,,2016-03-01,,,2023-03-10
서울특별시,광진구,구립 중곡1동 자람터어린이집,국공립,정상,04917,서울특별시 광진구 긴고랑로8길 76 ,02-469-7942,02-469-7944,5,169,2,23,18,62,50,37.560386864863595,127.07729259739237,미운영,,2017-03-01,,,
서울특별시,광진구,구립 능동 꿈맞이어린이집,국공립,정상,04987,서울특별시 광진구 천호대로120길 32 ,02-457-7532,02-455-7531,5,157,1,16,13,59,45,37.55279334326042,127.08596908498556,미운영,http://cafe.naver.com/dreamcomingkid,2017-03-01,,,
서울특별시,광진구,구립 휴먼시아어린이집,국공립,정상,04981,"서울특별시 광진구 천호대로 716 102동 102호(구의동, 휴먼시아아파트)",02-456-9709,070-4009-0630,3,92,1,5,9,20,20,37.5482735626,127.0935718071,미운영,,2017-03-01,,,
서울특별시,광진구,구립 원스쿨어린이집,국공립,정상,04984,서울특별시 광진구 아차산로69길 19 현대아파트 902동 104호,02-6451-8801,02-452-8801,3,84,2,4,8,20,18,37.5430009551,127.0979691902,미운영,,2017-03-01,,,
서울특별시,광진구,구립 구의1동 아이터어린이집,국공립,정상,05023,서울특별시 광진구 자양로23길 79 ,02-2201-8684,02-2201-8683,5,289,0,21,12,49,41,37.5438367,127.083768,미운영,,2017-09-01,,,
서울특별시,광진구,구립 굿모닝어린이집,국공립,정상,04971,"서울특별시 광진구 아차산로 552 2동105호(광장동, 광장극동아파트)",02-458-6169,02-458-6168,3,80,1,4,8,20,20,37.54258285625199,127.10278051118978,미운영,,2017-12-01,,,
서울특별시,광진구,구립 샘터어린이집,국공립,정상,04984,"서울특별시 광진구 아차산로 503-23 102동 102호(광장동,청구아파트)",02-456-4566,02-456-4568,4,85,1,5,7,20,17,37.5431614673,127.0956067292,미운영,,2017-12-01,,,
서울특별시,광진구,구립 예담어린이집,국공립,정상,04983,서울특별시 광진구 아차산로 537-17 광장힐스테이트 관리동,02-444-2008,--,3,63,0,4,8,20,20,37.5435747,127.098782,미운영,,2018-01-01,,,
서울특별시,광진구,구립 능동주민센터어린이집,국공립,정상,04989,서울특별시 광진구 천호대로112길 55 능동주민센터 1층(능동 232-4),02-452-1006,--,3,72,0,6,9,24,22,37.55367109806976,127.08060014630003,미운영,,2018-03-01,,,
서울특별시,광진구,구립 건대티움아이어린이집,국공립,정상,05090,"서울특별시 광진구 능동로4길 41 701동 101호(자양동, 자양7차현대홈타운)",02-499-1279,--,3,85,0,4,8,20,20,37.5329869,127.0697836,미운영,,2018-03-01,,,
서울특별시,광진구,구립 인정어린이집,국공립,정상,05001,서울특별시 광진구 동일로 242 (군자동),02-462-2758,070-4015-2758,4,95,0,8,9,28,24,37.55306493335688,127.07041421773185,미운영,,2018-03-01,,,
서울특별시,광진구,구립 군자동 꿈모음어린이집,국공립,정상,05004,서울특별시 광진구 군자로12길 6-4 (군자동 363-28),02-499-0011,02-499-0014,5,179,3,21,15,65,57,37.5508568417898,127.07149005029927,미운영,,2018-09-01,,,
서울특별시,광진구,구립 자양1동 봄뜰어린이집,국공립,정상,05058,서울특별시 광진구 자양로9길 30 (자양동 629-40),02-458-2260,0504-008-0136,5,174,1,16,13,65,38,37.533569421467725,127.08278332918297,미운영,,2018-09-01,,,
서울특별시,광진구,구립 파크스위트어린이집,국공립,정상,04978,"서울특별시 광진구 광나루로 545 110동 1층(구의동, 래미안파크스위트)",02-456-8546,02-457-8546,6,343,1,13,14,73,54,37.5452305351672,127.09056026719227,미운영,,2018-10-01,,,
서울특별시,광진구,구립 아띠어린이집,국공립,정상,05118,"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트 213동 102호)",02-454-7911,02-454-7933,3,85,1,4,8,20,18,37.53781082437571,127.09623125571322,미운영,,2018-09-01,,,
서울특별시,광진구,구립 미래어린이집,국공립,정상,04984,"서울특별시 광진구 아차산로 503-23 104동 113호(광장동, 청구아파트)",02-447-4191,02-447-4192,3,91,0,4,9,20,20,37.5431614673,127.0956067292,미운영,,2018-12-01,,,
서울특별시,광진구,구립 베베아이어린이집,국공립,정상,04983,"서울특별시 광진구 아차산로 549 1008동 101호(광장동,현대파크빌)",02-455-1279,--,3,85,0,4,6,20,14,37.54390211580885,127.10098597306256,미운영,,2019-03-01,,,
서울특별시,광진구,구립 물고기어린이집,국공립,정상,05090,서울특별시 광진구 뚝섬로34길 25-19 1006동 102호,070-8278-4030,--,3,84,0,3,6,20,19,37.5334410708222,127.07057678793771,미운영,,2019-03-01,,,
서울특별시,광진구,구립 봄빛어린이집,국공립,정상,05086,"서울특별시 광진구 능동로 19 101동 103호(자양동,한강현대아파트)",02-467-4720,0504-259-8035,3,83,0,3,6,20,14,37.533281139784364,127.06670725489302,미운영,,2019-03-01,,,
서울특별시,광진구,구립 행복마루어린이집,국공립,정상,05107,서울특별시 광진구 뚝섬로56가길 10 (자양2동 현대3차 301-105),02-455-0516,02-455-0516,4,90,0,4,8,20,20,37.52788128219277,127.08359159082292,미운영,,2019-03-01,,,
서울특별시,광진구,구립 하늘땅별땅어린이집,국공립,정상,04995,서울특별시 광진구 동일로56길 15 (군자동),02-498-3062,02-464-8188,6,267,0,13,13,49,45,37.5560506,127.0729399,미운영,,2019-03-01,,,
서울특별시,광진구,구립 사랑모아어린이집,국공립,정상,05118,서울특별시 광진구 광나루로56길 32 구의현대아파트 202동 103호,02-457-0348,02-457-0348,3,65,0,4,7,20,16,37.539567049782164,127.09711607733155,미운영,,2019-03-01,,,
서울특별시,광진구,KB구의 어린이집,직장,정상,04977,서울특별시 광진구 광나루로 525 3층,02-6235-7977,02-6235-7976,4,174,1,16,14,49,30,37.545115339002464,127.08800276377305,미운영,https://www.puruni.com/kbguui,2020-02-20,,,
서울특별시,광진구,구립 우리아이어린이집,국공립,정상,05036,서울특별시 광진구 구의로4길 21 구의동,010-4697-9933,02-454-6169,4,182,1,11,12,35,28,37.54012728673775,127.09083838447304,미운영,,2020-03-01,,,
서울특별시,광진구,구립 아이와나무어린이집,국공립,정상,04931,서울특별시 광진구 천호대로123길 4-4 ,02-452-5579,--,5,222,0,16,14,49,43,37.5552386575872,127.08718850385628,미운영,www.kidtree.or.kr,2020-04-01,,,
서울특별시,광진구,구립 샘물어린이집,국공립,정상,05105,서울특별시 광진구 뚝섬로58길 56 101호,02-3437-7737,02-3437-7737,3,54,0,4,9,20,19,37.52978908152651,127.08526669695727,미운영,,2020-10-01,,,
서울특별시,광진구,구립 중곡하나어린이집,국공립,정상,04905,서울특별시 광진구 동일로76길 59 ,02-465-1004,02-465-1005,5,110,1,14,12,38,33,37.56807935572433,127.08195133976879,미운영,,2021-06-01,,,
서울특별시,광진구,구립 자양도담어린이집,국공립,정상,05054,서울특별시 광진구 아차산로44가길 5 (자양동 231-51),02-455-7000,02-455-7887,11,280,3,24,16,85,43,37.536177520234595,127.07994629271573,미운영,,2021-06-01,,,
서울특별시,광진구,구립 자양호반써밋어린이집,국공립,정상,05074,"서울특별시 광진구 능동로 69 어린이집(자양동,자양호반써밋)",02-466-7563,02-466-7563,3,89,2,11,11,33,32,37.537514751147654,127.06861188272049,미운영,,2021-10-01,,,
서울특별시,광진구,구립 광진그랜드파크어린이집,국공립,정상,05022,서울특별시 광진구 광나루로 458 어린이집,02-469-1956,02-497-0681,5,176,1,15,13,57,49,37.54370562061723,127.08123440330459,미운영,,2022-02-01,,,
서울특별시,광진구,구립 자양롯데캐슬어린이집,국공립,정상,05080,서울특별시 광진구 뚝섬로 467 ,02-6082-0467,02-6083-0467,4,252,3,8,13,50,45,37.53744095066356,127.06363904310552,미운영,,2023-09-01,,,
서울특별시,광진구,구립 새벽어린이집,국공립,정상,04947,서울특별시 광진구 영화사로 53 1층,02-458-5279,--,3,74,0,6,9,21,19,37.55566256555359,127.09253079393844,미운영,,2024-02-01,,,
